date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:24:48	197172/197172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230234-5af06c5ce7555%22	https://jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.eot?	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900d41d.eot	(from https://jthemes.net/themes/html/bolby/demo/css/all.min.css)
12:24:49	73852/73852	---M--	200	added ('OK')	text/html	etag:%221207c-5af06c641d084%22	https://jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.woff2	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.html	(from https://jthemes.net/themes/html/bolby/demo/css/all.min.css)
12:24:49	95436/95436	---M--	200	added ('OK')	application/font-woff	etag:%22174cc-5af06c623f7e8%22	https://jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.woff	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.woff	(from https://jthemes.net/themes/html/bolby/demo/css/all.min.css)
12:24:51	196952/196952	---M--	200	added ('OK')	application/font-sfnt	etag:%2230158-5af06c5aadffa%22	https://jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.ttf	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.ttf	(from https://jthemes.net/themes/html/bolby/demo/css/all.min.css)
12:24:52	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3fa-5af06c222c35f%22	https://jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Icons.eot?v=2.4.0	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Iconsb26c.eot	(from https://jthemes.net/themes/html/bolby/demo/css/simple-line-icons.css)
12:24:53	746673/746673	---M--	200	added ('OK')	image/svg+xml	etag:%22b64b1-5af06c6328e46%22	https://jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.svg	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/webfonts/fa-solid-900.svg	(from https://jthemes.net/themes/html/bolby/demo/css/all.min.css)
12:24:53	30064/30064	---M--	200	added ('OK')	text/html	etag:%227570-5af06c24435da%22	https://jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Icons.woff2?v=2.4.0	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Iconsb26c.html	(from https://jthemes.net/themes/html/bolby/demo/css/simple-line-icons.css)
12:24:55	54056/54056	---M--	200	added ('OK')	application/font-sfnt	etag:%22d328-5af06c234575c%22	https://jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Icons.ttf?v=2.4.0	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Iconsb26c.ttf	(from https://jthemes.net/themes/html/bolby/demo/css/simple-line-icons.css)
12:24:55	81332/81332	---M--	200	added ('OK')	application/font-woff	etag:%2213db4-5af06c2137181%22	https://jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Icons.woff?v=2.4.0	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Iconsb26c.woff	(from https://jthemes.net/themes/html/bolby/demo/css/simple-line-icons.css)
12:24:57	239045/239045	---M--	200	added ('OK')	image/svg+xml	etag:%223a5c5-5af06c203a2a3%22	https://jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Icons.svg?v=2.4.0	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/Simple-Line-Iconsb26c.svg	(from https://jthemes.net/themes/html/bolby/demo/css/simple-line-icons.css)
12:24:57	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-5af06c29255ce%22	https://jthemes.net/themes/html/bolby/demo/images/ajax-loader.gif	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/images/ajax-loader.gif	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
12:24:58	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5af06c24195fa%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.eot	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/slick.eot	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
12:24:59	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5af06c24195fa%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.eot?	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/slickd41d.eot	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
12:25:00	1380/1380	---M--	200	added ('OK')	application/font-woff	etag:%22564-5af06c2164041%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.woff	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/slick.woff	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
12:25:01	1892/1892	---M--	200	added ('OK')	application/font-sfnt	etag:%22764-5af06c225539e%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.ttf	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/slick.ttf	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
12:25:02	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22868-5af06c1e2eba8%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.svg	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/fonts/slick.svg	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
12:25:03	2365/2365	---M--	200	added ('OK')	image/svg+xml	etag:%2293d-5af06c380ad4b%22	https://jthemes.net/themes/html/bolby/demo/images/dots-bg.svg	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/images/dots-bg.svg	(from https://jthemes.net/themes/html/bolby/demo/css/style.css)
12:25:05	2364/2364	---M--	200	added ('OK')	image/svg+xml	etag:%2293c-5af06c371a98e%22	https://jthemes.net/themes/html/bolby/demo/images/dots-bg-light.svg	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/images/dots-bg-light.svg	(from https://jthemes.net/themes/html/bolby/demo/css/style.css)
12:25:06	658232/658232	---M--	200	added ('OK')	image/svg+xml	etag:%22a0b38-5af06c29f270c%22	https://jthemes.net/themes/html/bolby/demo/images/map.svg	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/images/map.svg	(from https://jthemes.net/themes/html/bolby/demo/css/style.css)
12:25:06	24081/24081	---M--	200	added ('OK')	image/png	etag:%225e11-5af06c278a3b2%22	https://jthemes.net/themes/html/bolby/demo/images/map-light.png	/Users/tinheo/websites/bolby%20template%20cv/jthemes.net/themes/html/bolby/demo/images/map-light.png	(from https://jthemes.net/themes/html/bolby/demo/css/style.css)
